telling  ;datum;naxxyyzzinventarisnummer;naxxyyzzfolioxxyyzznummer;scheepsnaam;scheepstype;plaatsxxyyzzparthesius;lokatie;aantalxxyyzzpersonen;aantalxxyyzzzeevarendenxxyyzzeuropees;aantalxxyyzzzeevarendenxxyyzzaziatisch;aantalxxyyzzsoldatenxxyyzzeuropees;aantalxxyyzzsoldatenxxyyzzaziatisch;aantalxxyyzzoverig;azxxyyzzaantalxxyyzzvoorman;azxxyyzzaantalxxyyzzvoormansmaat;azxxyyzzaantalxxyyzzkok;azxxyyzzaantalxxyyzzmatrozen;azxxyyzzaangenomenxxyyzzplaats;azxxyyzzaangenomenxxyyzzparthesius;azxxyyzzaangenomenxxyyzzjaar;azxxyyzzaangenomenxxyyzzjaarxxyyzznorm;azxxyyzzaanduidingxxyyzzmatrozen;azxxyyzzaanduidingxxyyzzvoorman;azxxyyzzloonxxyyzzvoorman;azxxyyzzloonxxyyzzvoormansmaat;azxxyyzzloonxxyyzzkok;azxxyyzzloonxxyyzzmatrozen;azxxyyzzregistratiexxyyzzwijze;azxxyyzzregistratiexxyyzzkop;azxxyyzzregistratiexxyyzzopmerking;asxxyyzzaangenomenxxyyzzplaats;asxxyyzzaangenomenxxyyzzjaar;asxxyyzzaanduidingxxyyzzsoldaten;asxxyyzzaanduidingxxyyzzvoorman;asxxyyzzloonxxyyzzhoofd;asxxyyzzloonxxyyzzcorporaal;asxxyyzzloonxxyyzzsoldaat;asxxyyzzregistratiexxyyzzwijze;asxxyyzzregistratiexxyyzzkop;asxxyyzzregistratiexxyyzzopmerking;opmerkingen;voornaam;tussenvoegsel;achternaam;geboorteplaats;aankomstxxyyzzazie;notitie;dasxxyyzzlinkxxyyzzheen;dasxxyyzzlinkxxyyzzterug
4653;1769;11814;23;Ritthem;Schip;;;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4033.2;7837.2
4654;1769;11814;28;Noord Nieuwland;Schip;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4029.7;
4655;1769;11814;33;Den Tempel;Schip;;;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4026.1;7805.1
4656;1769;11814;38;Ouderamstel;Schip;;;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4032.2;
4657;1769;11814;42;Cornelia Jacoba;Schip;;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4658;1769;11814;45;Velsen;Schip;;;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4011.5;7813.5
4659;1769;11814;49;Enckhuijsen;Schip;;;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4020.2;7810.2
4660;1769;11814;52;Popkensburg;Schip;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3934.1;7794.1
4661;1769;11814;55;Hartog van Bonswijk;Schip;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3972.1;
4662;1769;11814;58;Lands Welvaaren;Schip;;;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4009.3;7812.3
4663;1769;11814;61;Vailland;Schip;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3961.1;7811.1
4664;1769;11814;63;Schagen;Schip;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3998.5;7799.5
4665;1769;11814;66;Aschaat;Schip;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3953.3;7792.3
4666;1769;11814;68;Lekkerland;Schip;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3867.3;
4667;1769;11814;70;Het Huijs ter Meije;Schip;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4002.1;7821.1
4668;1769;11814;72;Admiraal de Ruijter;Schip;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3984.6;
4669;1769;11814;73;Het Huijs te Boede;Schip;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3994.4;
4670;1769;11814;75;De Jonge Lieve;Schip;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4008.4;7820.4
4671;1769;11814;77;Nieuw Nieuwerkerk;Schip;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3930.5;
4672;1769;11814;78;De Snoek;Schip;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4022.6;
4673;1769;11814;79;Luxemburg;Schip;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3959.6;
4674;1769;11814;81;Vreedesteijn;Schip;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4019.6;7800.6
4675;1769;11814;1;Tulpenburg;Schip;79;Batavia, ter rede;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3983.4;
4676;1769;11814;2;De Jonge Lieve;Schip;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4008.4;7820.4
4677;1769;11814;3;Orangeboom;Schip;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4678;1769;11814;4;De Son;Schip;21;Simonsbay;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4037.1;7841.1
4679;1769;11814;7;De Snelheijd;Hoeker;21;Simonsbay;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4680;1769;11814;9;Neptunis;Hoeker;21;Simonsbay;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3753.1;
4681;1769;11814;10;De Draak;Bark;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4682;1769;11814;12;Phoenix;Bark;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4683;1770;11815;1;Kievitsheuvel;Schip;79;Batavia, ter rede;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3937.6;
4684;1770;11815;22;Nieuw Rhoon;Schip;;;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4066.3;7818.3
4685;1770;11815;26;Asia;Schip;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3981.1;7847.2
4686;1770;11815;30;Elisabeth;Schip;;;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4057.4;7849.5
4687;1770;11815;34;De Jonge Samuel;Schip;;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4061.3;7822.3
4688;1770;11815;37;Ridderkerk;Schip;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4060.2;7824.4
4689;1770;11815;40;Admiraal de Ruijter;Schip;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3984.6;
4690;1770;11815;42;Alkemade;Schip;;;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4056.1;7866.1
4691;1770;11815;45;De Jonge Lieve;Schip;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4008.4;7820.4
4692;1770;11815;48;De Erfprins;Schip;;;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4058.5;
4693;1770;11815;51;Scholtenburg;Schip;79;Batavia, ter rede;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4064.5;
4694;1770;11815;53;Het Huijs ter Meije;Schip;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4002.1;7821.1
4695;1770;11815;56;Antonetta Coenradina;Schip;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4054.2;7819.2
4696;1770;11815;57;Cornelia Jacoba;Schip;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4697;1770;11815;59;Nieuw Nieuwerkerk;Schip;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3930.5;
4698;1770;11815;61;De Orange Saal;Schip;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4017.5;
4699;1770;11815;63;Leekerlust;Schip;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4046.4;
4700;1770;11815;64;De Mossel;Bark;79;Batavia, ter rede;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4701;1770;11815;66;Zeepaard;Brigantijn;79;Batavia, ter rede;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4702;1770;11815;1;Tulpenburg;Schip;86;Banda;50;;;;;;;;;;;;;;;;;;;;;;Temidden van E zeelieden staan hooploper Johan Andries de Haar van Batavia (7 g, in dienst 1768), hooploper Jan Salomon van Batavia (7 g, in dienst 1769), hooploper Jacob Bood van Batavia (5 g, De Silvere Leeuw 1768, R.), onderaan staat matroos Christ Roelof van Timor (9 g, ), matroos Bartoei Naloega van Timor (9 g,  ), matroos Pieke Jansse van St Jacob (9 g, );;;;;;;;;;;;;;;;;;3983.4;
4703;1770;11815;4;De Neptunus;Hoeker;21;Kaap de Goede Hoop, ter rede;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3753.1;
4704;1771;11816;1;Oosthuijsen;Schip;79;Batavia, ter rede;297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3919.5;
4705;1771;11816;17;Oostcappele;Schip;79;Batavia, ter rede;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4089.2;7860.2
4706;1771;11816;24;Oud Haerlem;Schip;79;Batavia, ter rede;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4092.2;7859.2
4707;1771;11816;30;Het Loo;Schip;79;Batavia, ter rede;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4094.2;7858.2
4708;1771;11816;36;Reijnsburg;Schip;79;Batavia, ter rede;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4086.2;7842.2
4709;1771;11816;42;De Pallas;Schip;79;Batavia, ter rede;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4085.4;7844.4
4710;1771;11816;46;Het Veldhoen;Schip;79;Batavia, ter rede;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4065.2;7881.2
4711;1771;11816;50;De Barbara Theodora;Schip;79;Onrust;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4083.6;
4712;1771;11816;54;Compagnies Welvaaren;Schip;79;Batavia, ter rede;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4091.3;7924.3
4713;1771;11816;57;Het Lam;Schip;79;Batavia, ter rede;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4087.1;7857.1
4714;1771;11816;60;Het Huijs te Boede;Schip;79;Batavia, ter rede;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3994.4;
4715;1771;11816;64;Ijsselmonde;Schip;79;Batavia, ter rede;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4088.2;6106.4
4716;1771;11816;67;Alckemade;Schip;79;Batavia, ter rede;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4056.1;7866.1
4717;1771;11816;69;Vlietlust;Schip;79;Onrust;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4012.5;
4718;1771;11816;71;Leekerlust;Schip;79;Onrust;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4046.4;
4719;1771;11816;73;De Oranjeboom;Scheepje;79;Onrust;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4720;1771;11816;74;Het Zeepaard;Brigantijn;79;Onrust;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4721;1771;11816;76;Ida;Brigantijn;79;Batavia, ter rede;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4722;1771;5219;1;Neptunis;Hoeker;21;Kaap de Goede Hoop, ter rede;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3753.1;
4723;1771;5219;3;De Snelheijd;Hoeker;21;Kaap de Goede Hoop, ter rede;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4724;1772;5220;1;Admiraal de Ruijter;Schip;79;Batavia, ter rede;168;;;;;;;;;;;;;;;;;;;;;;Temidden van E bemanning staat matroos Jan de Swart van Samarang (8 g, Marg:a Maria 1772, E);;;;;;;;;;;;;;;;;;3984.6;
4725;1772;5220;10;Honkoop;Schip;79;Batavia, ter rede;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4125.1;7870.2
4726;1772;5220;18;Vredelust;Schip;79;Onrust;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4106.2;
4727;1772;5220;20;Den Tempel;Schip;79;Onrust;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4103.2;7914.2
4728;1772;5220;23;Zuijdbeveland;Schip;79;Batavia, ter rede;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4107.4;7875.4
4729;1772;5220;25;Ruijteveld;Schip;79;Batavia, ter rede;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4040.6;
4730;1772;5220;27;Het Veldhoen;Schip;79;Batavia, ter rede;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4065.2;7881.2
4731;1772;5220;28;Cattendijke;Schip;79;Batavia, ter rede;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3995.5;
4732;1772;5220;30;De Gouverneur Generaal;Schip;79;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4044.7;
4733;1772;5220;31;Blijdorp;Schip;79;Batavia, ter rede;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4082.7;
4734;1772;5220;33;De Snoek;Schip;79;Onrust;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4022.6;
4735;1772;5220;34;Walcheren;Schip;79;Batavia, ter rede;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4077.5;
4736;1772;5220;36;Compagnies Welvaaren;Schip;79;Batavia, ter rede;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4091.3;7924.3
4737;1772;5220;37;Westvriesland;Schip;79;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4114.4;7885.4
4738;1772;5220;39;De Princes van Oranje;Schip;79;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4113.2;7880.2
4739;1772;5220;40;Popkensburg;Schip;79;Batavia, ter rede;21;;;;;;;;;;;;;;;;;;;;;;"Temidden van E bemanning staat oppermeester Nicolaas Hendrik Borner van Jaffanapatnam (20 g, ["" = Blijdorp 1770?])";;;;;;;;;;;;;;;;;;4110.2;7903.2
4740;1772;5220;41;Barbara Theodora;Schip;79;Onrust;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4083.6;
4741;1772;5220;43;Schagen;Schip;79;Batavia, ter rede;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4109.6;
4742;1772;5220;44;Ida;Bark;79;Batavia, ter rede;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4743;1772;5220;45;Suckelaar;Chialoup;53;Palembang;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4744;1772;5220;1;Neptunis;Hoeker;21;Simonsbay;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3753.1;
4745;1772;5220;3;De Snelheijd;Hoeker;21;Simonsbay;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4746;1773;5221;1;Tulpenburg;Schip;79;Batavia, ter rede;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3983.4;
4747;1773;5221;6;Jonge Hellingman;Schip;79;Batavia, ter rede;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4139.2;7904 2
4748;1773;5221;12;Margaretha Maria;Schip;79;Batavia, ter rede;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4108.3;7889.3
4749;1773;5221;17;Het Huijs ter Meije;Schip;79;Batavia, ter rede;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4127.2;7899.2
4750;1773;5221;20;Westerveld;Schip;79;Onrust;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4138.4;7917.4
4751;1773;5221;24;De Zilvere Leeuw;Schip;79;Batavia, ter rede;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4140.4;7910.4
4752;1773;5221;26;Kroonenburg;Schip;79;Batavia, ter rede;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4126.5;
4753;1773;5221;27;Antonetta Coenradina;Schip;79;Batavia, ter rede;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4145.3;7918.3
4754;1773;5221;28;Schagen;Schip;79;Batavia, ter rede;24;;;;;;;;;;;;;;;;;;;;;;Temidden van E bemanning staan matroos Anthonij Sarabie van Colombo (9 g, in dienst 1772), Abraham Samuel van Colombo (9 g, in dienst 1770), Andries Frans van Gale (9 g, in dienst 1772), Bastiaan Claasz van Gale (9 g, in dienst 1772), Andries Claasz van Gale (9 g, in dienst 1773), Johannes de Zilva van Colombo (9 g, in dienst 1773), Nicolaas Hansje van Colombo (9 g, in dienst 1773), Christiaan Boolman van Calpettij (9 g, in dienst 1773);;;;;;;;;;;;;;;;;;4109.6;
4755;1773;5221;30;Barbara Theodora;Schip;79;Batavia, ter rede;23;;;;;;;;;;;;;;;;;;;;;;Temidden van E bemanning staat derde meester Jan Hendrik Jurgens van Cochin (14 g, in dienst 1770);;;;;;;;;;;;;;;;;;4083.6;
4756;1773;5221;31;Cornelia Hillegonda;Schip;79;Batavia, ter rede;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7685.1;
4757;1773;5221;32;Leekerlust;Schip;79;Batavia, ter rede;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4046.4;
4758;1773;5221;33;Beemster Welvaaren;Schip;79;Batavia, ter rede;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4144.1;7928.1
4759;1773;5221;34;De Snoek;Schip;79;Onrust;21;;;;;;;;;;;;;;;;;;;;;;Temidden van E bemanning staat hooploper Anthon van Timor (7 g, de Vrouwe Elisabeth 1767);;;;;;;;;;;;;;;;;;4022.6;
4760;1773;5221;36;Renswoude;Schip;79;Batavia, ter rede;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4142.5;
4761;1773;5221;37;De Gouverneur Generaal;Schip;79;Onrust;16;;;;;;;;;;;;;;;;;;;;;;Temidden van E bemanning staat constabelsmaat Bart van Rijssel van Batavia (14 g, Jerusalem 1760), matroos Michiel Makart van Colombo (9 g, in dienst 1771);;;;;;;;;;;;;;;;;;4044.7;
4762;1773;5221;37;Popkensburg;Schip;79;Batavia, ter rede;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4110.2;7903.2
4763;1773;5221;38;Huijs te Krooswijk;Schip;79;Batavia, ter rede;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4133.1;7894.1
4764;1773;5221;39;Jonge Petrus Albertus;Schip;79;Batavia, ter rede;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4765;1773;5221;40;Orangeboom;Schip;79;Batavia, ter rede;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4766;1773;5221;40;Phoenix;Bark;79;Onrust;9;;;;;;;;;;;;;;;;;;;;;;Temidden van E bemanning staat matroos Jan Thieleman van Timor (9 g, in dienst 1771);;;;;;;;;;;;;;;;;;;
4767;1773;5221;40;De Mossel;Bark;79;Batavia, ter rede;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4768;1773;5221;41;Het Zeepaard;Bark;79;Onrust;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4769;1773;5221;41;Geertruij Susanna;Bark;79;Onrust;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4770;1773;11815;1;Neptunis;Hoeker;21;Simonsbaij;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3753.1;
4771;1774;11815;1;Vlietlust;Schip;79;Batavia, ter rede;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4012.5;
4772;1774;11815;8;De Eendracht;Schip;79;Batavia, ter rede;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4177.1;8015.1
4773;1774;11815;12;Oostcappele;Schip;79;Batavia, ter rede;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4162.3;7930.3
4774;1774;11815;15;Het Huis te Bijweg;Schip;79;Batavia, ter rede;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4159.5;7900.5
4775;1774;11815;18;Bleijswijk;Schip;79;Batavia, ter rede;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4156.6;
4776;1774;11815;21;Schoonzigt;Schip;79;Batavia, ter rede;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4121.6;
4777;1774;11815;23;Velsen;Schip;79;Batavia, ter rede;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4098.6;
4778;1774;11815;25;Leekerlust;Schip;79;Batavia, ter rede;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4046.4;
4779;1774;11815;27;Anthonella Conradina;Schip;79;Batavia, ter rede;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4145.3;7918.3
4780;1774;11815;29;Het Lam;Schip;79;Batavia, ter rede;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4174.2;7933.2
4781;1774;11815;30;Beemster Welvaren;Schip;79;Batavia, ter rede;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4144.1;7928.1
4782;1774;11815;32;Vredelust;Schip;79;Batavia, ter rede;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4106.2;
4783;1774;11815;33;Westerveldt;Schip;79;Batavia, ter rede;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4138.4;7917.4
4784;1774;11815;34;Compagnies Welvaren;Schip;79;Batavia, ter rede;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4091.3;7924.3
4785;1774;11815;34;Geertruijda;Schip;79;Batavia, ter rede;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4169.6;
4786;1774;11815;35;Barbara Theodora;Schip;79;Batavia, ter rede;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4083.6;
4787;1774;11815;36;Bleijdorp;Schip;79;Batavia, ter rede;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4082.7;
4788;1774;11815;36;De Snoek;Schip;79;Batavia, ter rede;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4022.6;
4789;1774;11815;37;Elisabeth;Schip;79;Batavia, ter rede;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4171.5;
4790;1774;11815;37;Het Huijs te Boede;Schip;79;Batavia, ter rede;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3994.4;
4791;1774;11815;38;Orangeboom;Schip;79;Batavia, ter rede;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4792;1774;11815;38;Ida;Bark;79;Batavia, ter rede;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4793;1774;11815;40;Phoenix;Bark;79;Batavia, ter rede;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4794;1774;11815;40;De Mossel;Bark;79;Batavia, ter rede;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4795;1774;11815;41;Den Arend;Bark;79;Batavia, ter rede;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4796;1774;11815;41;Het Zeepaard;Bark;79;Batavia, ter rede;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4797;1774;11815;1;Neptunis;Hoeker;21;Simonsbaij;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3753.1;
4798;1774;11815;3;De Snelheijd;Hoeker;21;Simonsbaij;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3907.1;
4799;1775;11815;1;Vredesteijn;Schip;79;Batavia;396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4112.7;
4800;1775;11815;20;De Jonge Hugo;Schip;79;Batavia;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4217.1;7942.1
4801;1775;11815;26;De Pauw;Schip;79;Batavia;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4201.3;7959.3
4802;1775;11815;30;Overhout;Schip;79;Batavia;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4218.2;7989.2
4803;1775;11815;34;Peijnwensch;Schip;79;Batavia;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4804;1775;11815;37;Het Huijs Om;Schip;79;Batavia;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4173.5;7946.5
4805;1775;11815;40;Ridderkerk;Schip;79;Batavia;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4212.4;7951.4
4806;1775;11815;42;De Morgenstar;Schip;79;Batavia;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4200.1;7957.1
4807;1775;11815;44;Duijvenbrug;Schip;79;Batavia;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
